Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
9,1911,,Fred Beebe,31,3,3,0.5,4.47,9,8,1,3,0,0,48.1,52,26,24,2,24,0,20,3,0,2,202,77,4.15,1.572,9.7,0.4,4.5,3.7,0.83,Right,No
10,1911,,Cliff Curtis,29,2,1,0.667,2.6,8,5,1,3,1,0,45.0,45,19,13,0,15,0,13,1,0,0,189,132,3.26,1.333,9.0,0.0,3.0,2.6,0.87,Right,No
11,1911,,Toots Shultz,22,0,3,0.0,9.36,5,3,2,2,0,0,25.0,30,28,26,5,15,0,9,4,0,2,119,37,6.93,1.8,10.8,1.8,5.4,3.2,0.6,Right,No
12,1911,,Bob Ewing,38,0,1,0.0,7.88,4,3,1,1,0,0,24.0,29,25,21,2,14,0,12,0,0,0,108,44,4.6,1.792,10.9,0.8,5.3,4.5,0.86,Right,No
13,1911,,Ad Brennan,23,2,1,0.667,3.57,5,3,2,1,0,0,22.2,22,12,9,0,12,0,12,1,2,0,98,97,3.43,1.5,8.7,0.0,4.8,4.8,1.0,Left,No
14,1911,,Buck Stanley,21,0,0,0.0,6.35,4,0,2,0,0,0,11.1,14,11,8,0,9,0,5,0,0,1,52,56,4.27,2.029,11.1,0.0,7.1,4.0,0.56,Left,No
15,1911,,Jake Smith,24,0,0,0.0,0.0,2,0,2,0,0,0,5.0,3,0,0,0,2,0,1,0,0,0,19,0,3.57,1.0,5.4,0.0,3.6,1.8,0.5,Left,No
16,1911,,Jimmy Walsh,25,0,1,0.0,13.5,1,0,0,0,0,0,2.2,7,8,4,1,1,0,1,0,0,0,15,29,8.02,3.0,23.6,3.4,3.4,3.4,1.0,Right,No
17,1911,,Troy Puckett,21,0,0,0.0,13.5,1,0,1,0,0,0,2.0,4,3,3,0,2,0,1,1,0,0,12,31,6.27,3.0,18.0,0.0,9.0,4.5,0.5,Right,No
1,1910,SP,Earl Moore,32,22,15,0.595,2.58,46,35,6,18,6,0,283.0,228,98,81,5,121,0,185,10,0,5,1130,120,2.62,1.233,7.3,0.2,3.8,5.9,1.53,Right,No
2,1910,SP,Bob Ewing,37,16,14,0.533,3.0,34,32,2,20,4,0,255.1,235,110,85,5,86,0,102,7,0,3,1031,103,2.86,1.257,8.3,0.2,3.0,3.6,1.19,Right,No
3,1910,SP,Lew Moren,26,13,14,0.481,3.55,34,26,5,12,1,1,205.1,207,104,81,6,82,0,74,9,1,7,860,87,3.3,1.407,9.1,0.3,3.6,3.2,0.9,Right,No
4,1910,SP,George McQuillan,25,9,6,0.6,1.6,24,17,4,13,3,1,152.1,109,42,27,2,50,0,71,3,0,2,587,194,2.6,1.044,6.4,0.1,3.0,4.2,1.42,Right,No
5,1910,SP,Eddie Stack,22,6,7,0.462,4.0,20,16,1,8,1,0,117.0,115,61,52,7,34,0,48,4,1,2,470,77,3.25,1.274,8.8,0.5,2.6,3.7,1.41,Right,No
6,1910,RP,Lou Schettler,24,2,6,0.25,3.2,27,7,14,3,0,1,107.0,96,53,38,2,51,0,62,2,0,5,442,97,2.88,1.374,8.1,0.2,4.3,5.2,1.22,Right,No
7,1910,RP,Bill Foxen,31,5,5,0.5,2.55,16,9,6,5,0,0,77.2,73,30,22,2,40,0,33,3,1,2,315,122,3.46,1.455,8.5,0.2,4.6,3.8,0.83,Left,No
